file.num,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,state.event,strike,pred.state,chasing,predator
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,765000,s,0,stop,stop,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,766116,3,0,stop,stop,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,767911,f,fly,stop,fly,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,773899,s,0,stop,stop,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,775075,w,0,walk,walk,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,779075,s,0,stop,stop,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,780387,i,turn,stop,turn,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,783123,w,0,walk,walk,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,787691,4,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,795724,f,fly,walk,fly,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,801148,h,0,timeout,timeout,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,802780,w,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,815236,g,0,groom,groom,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,894688,r,0,run,run,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,896584,w,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,900928,f,fly,walk,fly,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,902609,3,0,walk,walk,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,904025,s,0,stop,stop,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,905417,w,0,walk,walk,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,907160,f,fly,walk,fly,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,908976,w,0,walk,walk,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,910447,y,ab_lift,walk,ablift,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,911176,y,ab_lift,walk,ablift,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,912456,y,ab_lift,walk,ablift,0,close,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,914208,4,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,919600,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,938556,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,939149,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,939756,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,940308,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,940853,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,941485,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,942396,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,943197,h,0,timeout,timeout,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,947428,w,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,949436,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,950476,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,955380,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,967147,y,ab_lift,walk,ablift,0,far,0,mantid
