file.num,file,sex,age,humidity,rec.time,temp,time.stamp,code,event,state,state.event,strike,pred.state,chasing,predator,date
4,10_26_12_a1f.csv,female,4,45,937,23,1215326,r,0,run,run,0,close,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1216764,4,0,run,run,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1218733,w,0,walk,walk,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1228343,y,ab_lift,walk,ab_lift,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1228999,y,ab_lift,walk,ab_lift,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1229483,y,ab_lift,walk,ab_lift,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1278861,g,0,groom,groom,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1296174,i,turn,groom,turn,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1299940,3,0,groom,groom,0,close,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1307456,f,fly,groom,fly,0,close,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1309894,4,0,groom,groom,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1314019,b,pause,groom,pause,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1319363,y,ab_lift,groom,ab_lift,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1320660,w,0,walk,walk,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1322238,y,ab_lift,walk,ab_lift,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1328660,f,fly,walk,fly,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1335020,b,pause,walk,pause,0,far,0,spider,10_26_12
