,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,strike,pred.state,chasing,file.num,date,predator
259,1_3_14,Female,3,FVW,20,1135,21,1835702,i,turn,groom,0,far,0,2,1_3_14,nopred
260,1_3_14,Female,3,FVW,20,1135,21,1836684,i,turn,groom,0,far,0,2,1_3_14,nopred
261,1_3_14,Female,3,FVW,20,1135,21,1837765,w,0,walk,0,far,0,2,1_3_14,nopred
262,1_3_14,Female,3,FVW,20,1135,21,1839333,d,wing_disp,walk,0,far,0,2,1_3_14,nopred
263,1_3_14,Female,3,FVW,20,1135,21,1841700,f,fly,walk,0,far,0,2,1_3_14,nopred
264,1_3_14,Female,3,FVW,20,1135,21,1844244,w,0,walk,0,far,0,2,1_3_14,nopred
265,1_3_14,Female,3,FVW,20,1135,21,1883281,EOF,end_trial,walk,0,far,0,2,1_3_14,nopred
266,1_4_14,Female,4,FVW,31,930,21,4879,g,0,groom,0,0,0,3,1_4_14,nopred
267,1_4_14,Female,4,FVW,31,930,21,6226,w,0,walk,0,0,0,3,1_4_14,nopred
268,1_4_14,Female,4,FVW,31,930,21,16352,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
269,1_4_14,Female,4,FVW,31,930,21,16729,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
270,1_4_14,Female,4,FVW,31,930,21,27072,g,0,groom,0,0,0,3,1_4_14,nopred
271,1_4_14,Female,4,FVW,31,930,21,29585,w,0,walk,0,0,0,3,1_4_14,nopred
272,1_4_14,Female,4,FVW,31,930,21,84778,f,fly,walk,0,0,0,3,1_4_14,nopred
273,1_4_14,Female,4,FVW,31,930,21,87186,w,0,walk,0,0,0,3,1_4_14,nopred
274,1_4_14,Female,4,FVW,31,930,21,93953,g,0,groom,0,0,0,3,1_4_14,nopred
275,1_4_14,Female,4,FVW,31,930,21,101351,w,0,walk,0,0,0,3,1_4_14,nopred
276,1_4_14,Female,4,FVW,31,930,21,169634,g,0,groom,0,0,0,3,1_4_14,nopred
277,1_4_14,Female,4,FVW,31,930,21,193218,w,0,walk,0,0,0,3,1_4_14,nopred
278,1_4_14,Female,4,FVW,31,930,21,194522,h,0,timeout,0,0,0,3,1_4_14,nopred
279,1_4_14,Female,4,FVW,31,930,21,205153,w,0,walk,0,0,0,3,1_4_14,nopred
280,1_4_14,Female,4,FVW,31,930,21,237072,g,0,groom,0,0,0,3,1_4_14,nopred
281,1_4_14,Female,4,FVW,31,930,21,289007,w,0,walk,0,0,0,3,1_4_14,nopred
282,1_4_14,Female,4,FVW,31,930,21,293831,r,0,run,0,0,0,3,1_4_14,nopred
283,1_4_14,Female,4,FVW,31,930,21,299534,w,0,walk,0,0,0,3,1_4_14,nopred
284,1_4_14,Female,4,FVW,31,930,21,304270,j,jump,walk,0,0,0,3,1_4_14,nopred
285,1_4_14,Female,4,FVW,31,930,21,307526,w,0,walk,0,0,0,3,1_4_14,nopred
286,1_4_14,Female,4,FVW,31,930,21,320749,g,0,groom,0,0,0,3,1_4_14,nopred
287,1_4_14,Female,4,FVW,31,930,21,381838,w,0,walk,0,0,0,3,1_4_14,nopred
288,1_4_14,Female,4,FVW,31,930,21,433583,j,jump,walk,0,0,0,3,1_4_14,nopred
289,1_4_14,Female,4,FVW,31,930,21,434739,w,0,walk,0,0,0,3,1_4_14,nopred
290,1_4_14,Female,4,FVW,31,930,21,436239,f,fly,walk,0,0,0,3,1_4_14,nopred
291,1_4_14,Female,4,FVW,31,930,21,437000,s,0,stop,0,0,0,3,1_4_14,nopred
292,1_4_14,Female,4,FVW,31,930,21,437487,w,0,walk,0,0,0,3,1_4_14,nopred
293,1_4_14,Female,4,FVW,31,930,21,438743,s,0,stop,0,0,0,3,1_4_14,nopred
294,1_4_14,Female,4,FVW,31,930,21,440507,f,fly,stop,0,0,0,3,1_4_14,nopred
295,1_4_14,Female,4,FVW,31,930,21,441212,w,0,walk,0,0,0,3,1_4_14,nopred
296,1_4_14,Female,4,FVW,31,930,21,441876,f,fly,walk,0,0,0,3,1_4_14,nopred
297,1_4_14,Female,4,FVW,31,930,21,442955,s,0,stop,0,0,0,3,1_4_14,nopred
298,1_4_14,Female,4,FVW,31,930,21,443467,w,0,walk,0,0,0,3,1_4_14,nopred
299,1_4_14,Female,4,FVW,31,930,21,446415,f,fly,walk,0,0,0,3,1_4_14,nopred
300,1_4_14,Female,4,FVW,31,930,21,447345,s,0,stop,0,0,0,3,1_4_14,nopred
301,1_4_14,Female,4,FVW,31,930,21,448327,f,fly,stop,0,0,0,3,1_4_14,nopred
302,1_4_14,Female,4,FVW,31,930,21,449808,w,0,walk,0,0,0,3,1_4_14,nopred
303,1_4_14,Female,4,FVW,31,930,21,450607,f,fly,walk,0,0,0,3,1_4_14,nopred
304,1_4_14,Female,4,FVW,31,930,21,451815,w,0,walk,0,0,0,3,1_4_14,nopred
305,1_4_14,Female,4,FVW,31,930,21,452311,f,fly,walk,0,0,0,3,1_4_14,nopred
306,1_4_14,Female,4,FVW,31,930,21,452952,w,0,walk,0,0,0,3,1_4_14,nopred
307,1_4_14,Female,4,FVW,31,930,21,453703,f,fly,walk,0,0,0,3,1_4_14,nopred
308,1_4_14,Female,4,FVW,31,930,21,456359,s,0,stop,0,0,0,3,1_4_14,nopred
309,1_4_14,Female,4,FVW,31,930,21,456529,f,fly,stop,0,0,0,3,1_4_14,nopred
310,1_4_14,Female,4,FVW,31,930,21,459543,w,0,walk,0,0,0,3,1_4_14,nopred
311,1_4_14,Female,4,FVW,31,930,21,461511,f,fly,walk,0,0,0,3,1_4_14,nopred
312,1_4_14,Female,4,FVW,31,930,21,464151,w,0,walk,0,0,0,3,1_4_14,nopred
313,1_4_14,Female,4,FVW,31,930,21,482665,g,0,groom,0,0,0,3,1_4_14,nopred
314,1_4_14,Female,4,FVW,31,930,21,486895,w,0,walk,0,0,0,3,1_4_14,nopred
315,1_4_14,Female,4,FVW,31,930,21,497558,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
316,1_4_14,Female,4,FVW,31,930,21,500687,s,0,stop,0,0,0,3,1_4_14,nopred
317,1_4_14,Female,4,FVW,31,930,21,501735,w,0,walk,0,0,0,3,1_4_14,nopred
318,1_4_14,Female,4,FVW,31,930,21,503303,r,0,run,0,0,0,3,1_4_14,nopred
319,1_4_14,Female,4,FVW,31,930,21,506155,w,0,walk,0,0,0,3,1_4_14,nopred
320,1_4_14,Female,4,FVW,31,930,21,507631,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
321,1_4_14,Female,4,FVW,31,930,21,509094,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
322,1_4_14,Female,4,FVW,31,930,21,510434,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
323,1_4_14,Female,4,FVW,31,930,21,511942,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
324,1_4_14,Female,4,FVW,31,930,21,517958,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
325,1_4_14,Female,4,FVW,31,930,21,526806,r,0,run,0,0,0,3,1_4_14,nopred
326,1_4_14,Female,4,FVW,31,930,21,547477,g,0,groom,0,0,0,3,1_4_14,nopred
327,1_4_14,Female,4,FVW,31,930,21,570292,w,0,walk,0,0,0,3,1_4_14,nopred
328,1_4_14,Female,4,FVW,31,930,21,571958,d,wing_disp,walk,0,0,0,3,1_4_14,nopred
329,1_4_14,Female,4,FVW,31,930,21,576628,j,jump,walk,0,0,0,3,1_4_14,nopred
330,1_4_14,Female,4,FVW,31,930,21,580284,w,0,walk,0,0,0,3,1_4_14,nopred
331,1_4_14,Female,4,FVW,31,930,21,581101,f,fly,walk,0,0,0,3,1_4_14,nopred
332,1_4_14,Female,4,FVW,31,930,21,582557,w,0,walk,0,0,0,3,1_4_14,nopred
333,1_4_14,Female,4,FVW,31,930,21,595347,j,jump,walk,0,0,0,3,1_4_14,nopred
334,1_4_14,Female,4,FVW,31,930,21,596628,w,0,walk,0,0,0,3,1_4_14,nopred
335,1_4_14,Female,4,FVW,31,930,21,606803,f,fly,walk,0,0,0,3,1_4_14,nopred
336,1_4_14,Female,4,FVW,31,930,21,608027,s,0,stop,0,0,0,3,1_4_14,nopred
337,1_4_14,Female,4,FVW,31,930,21,609616,w,0,walk,0,0,0,3,1_4_14,nopred
338,1_4_14,Female,4,FVW,31,930,21,610027,f,fly,walk,0,0,0,3,1_4_14,nopred
339,1_4_14,Female,4,FVW,31,930,21,611200,w,0,walk,0,0,0,3,1_4_14,nopred
340,1_4_14,Female,4,FVW,31,930,21,625747,y,ab_lift,walk,0,0,0,3,1_4_14,nopred
341,1_4_14,Female,4,FVW,31,930,21,637747,r,0,run,0,0,0,3,1_4_14,nopred
342,1_4_14,Female,4,FVW,31,930,21,640611,w,0,walk,0,0,0,3,1_4_14,nopred
343,1_4_14,Female,4,FVW,31,930,21,645554,j,jump,walk,0,0,0,3,1_4_14,nopred
344,1_4_14,Female,4,FVW,31,930,21,648290,s,0,stop,0,0,0,3,1_4_14,nopred
345,1_4_14,Female,4,FVW,31,930,21,648723,j,jump,stop,0,0,0,3,1_4_14,nopred
346,1_4_14,Female,4,FVW,31,930,21,650403,s,0,stop,0,0,0,3,1_4_14,nopred
347,1_4_14,Female,4,FVW,31,930,21,651106,f,fly,stop,0,0,0,3,1_4_14,nopred
348,1_4_14,Female,4,FVW,31,930,21,652129,w,0,walk,0,0,0,3,1_4_14,nopred
349,1_4_14,Female,4,FVW,31,930,21,666858,1,0,walk,0,far,0,3,1_4_14,nopred
350,1_4_14,Female,4,FVW,31,930,21,673681,w,0,walk,0,far,0,3,1_4_14,nopred
351,1_4_14,Female,4,FVW,31,930,21,674209,s,0,stop,0,far,0,3,1_4_14,nopred
352,1_4_14,Female,4,FVW,31,930,21,674681,f,fly,stop,0,far,0,3,1_4_14,nopred
353,1_4_14,Female,4,FVW,31,930,21,675305,s,0,stop,0,far,0,3,1_4_14,nopred
354,1_4_14,Female,4,FVW,31,930,21,675883,f,fly,stop,0,far,0,3,1_4_14,nopred
355,1_4_14,Female,4,FVW,31,930,21,676777,s,0,stop,0,far,0,3,1_4_14,nopred
356,1_4_14,Female,4,FVW,31,930,21,677753,f,fly,stop,0,far,0,3,1_4_14,nopred
357,1_4_14,Female,4,FVW,31,930,21,678849,w,0,walk,0,far,0,3,1_4_14,nopred
358,1_4_14,Female,4,FVW,31,930,21,679313,f,fly,walk,0,far,0,3,1_4_14,nopred
359,1_4_14,Female,4,FVW,31,930,21,681201,w,0,walk,0,far,0,3,1_4_14,nopred
360,1_4_14,Female,4,FVW,31,930,21,683241,f,fly,walk,0,far,0,3,1_4_14,nopred
361,1_4_14,Female,4,FVW,31,930,21,684552,w,0,walk,0,far,0,3,1_4_14,nopred
362,1_4_14,Female,4,FVW,31,930,21,685153,f,fly,walk,0,far,0,3,1_4_14,nopred
363,1_4_14,Female,4,FVW,31,930,21,685880,w,0,walk,0,far,0,3,1_4_14,nopred
364,1_4_14,Female,4,FVW,31,930,21,718375,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
365,1_4_14,Female,4,FVW,31,930,21,721904,s,0,stop,0,far,0,3,1_4_14,nopred
366,1_4_14,Female,4,FVW,31,930,21,722880,w,0,walk,0,far,0,3,1_4_14,nopred
367,1_4_14,Female,4,FVW,31,930,21,735334,g,0,groom,0,far,0,3,1_4_14,nopred
368,1_4_14,Female,4,FVW,31,930,21,898275,w,0,walk,0,far,0,3,1_4_14,nopred
369,1_4_14,Female,4,FVW,31,930,21,932416,r,0,run,0,far,0,3,1_4_14,nopred
370,1_4_14,Female,4,FVW,31,930,21,937353,w,0,walk,0,far,0,3,1_4_14,nopred
371,1_4_14,Female,4,FVW,31,930,21,940889,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
372,1_4_14,Female,4,FVW,31,930,21,941616,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
373,1_4_14,Female,4,FVW,31,930,21,962496,g,0,groom,0,far,0,3,1_4_14,nopred
374,1_4_14,Female,4,FVW,31,930,21,967720,w,0,walk,0,far,0,3,1_4_14,nopred
375,1_4_14,Female,4,FVW,31,930,21,970649,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
376,1_4_14,Female,4,FVW,31,930,21,986431,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
377,1_4_14,Female,4,FVW,31,930,21,1005375,j,jump,walk,0,far,0,3,1_4_14,nopred
378,1_4_14,Female,4,FVW,31,930,21,1009111,w,0,walk,0,far,0,3,1_4_14,nopred
379,1_4_14,Female,4,FVW,31,930,21,1009934,f,fly,walk,0,far,0,3,1_4_14,nopred
380,1_4_14,Female,4,FVW,31,930,21,1010927,w,0,walk,0,far,0,3,1_4_14,nopred
381,1_4_14,Female,4,FVW,31,930,21,1016830,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
382,1_4_14,Female,4,FVW,31,930,21,1046109,j,jump,walk,0,far,0,3,1_4_14,nopred
383,1_4_14,Female,4,FVW,31,930,21,1047501,w,0,walk,0,far,0,3,1_4_14,nopred
384,1_4_14,Female,4,FVW,31,930,21,1048222,f,fly,walk,0,far,0,3,1_4_14,nopred
385,1_4_14,Female,4,FVW,31,930,21,1049357,s,0,stop,0,far,0,3,1_4_14,nopred
386,1_4_14,Female,4,FVW,31,930,21,1050509,w,0,walk,0,far,0,3,1_4_14,nopred
387,1_4_14,Female,4,FVW,31,930,21,1051716,f,fly,walk,0,far,0,3,1_4_14,nopred
388,1_4_14,Female,4,FVW,31,930,21,1052701,w,0,walk,0,far,0,3,1_4_14,nopred
389,1_4_14,Female,4,FVW,31,930,21,1074364,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
390,1_4_14,Female,4,FVW,31,930,21,1091548,j,jump,walk,0,far,0,3,1_4_14,nopred
391,1_4_14,Female,4,FVW,31,930,21,1093739,w,0,walk,0,far,0,3,1_4_14,nopred
392,1_4_14,Female,4,FVW,31,930,21,1095747,f,fly,walk,0,far,0,3,1_4_14,nopred
393,1_4_14,Female,4,FVW,31,930,21,1096867,w,0,walk,0,far,0,3,1_4_14,nopred
394,1_4_14,Female,4,FVW,31,930,21,1116074,f,fly,walk,0,far,0,3,1_4_14,nopred
395,1_4_14,Female,4,FVW,31,930,21,1117171,w,0,walk,0,far,0,3,1_4_14,nopred
396,1_4_14,Female,4,FVW,31,930,21,1145700,r,0,run,0,far,0,3,1_4_14,nopred
397,1_4_14,Female,4,FVW,31,930,21,1150795,w,0,walk,0,far,0,3,1_4_14,nopred
398,1_4_14,Female,4,FVW,31,930,21,1161257,j,jump,walk,0,far,0,3,1_4_14,nopred
399,1_4_14,Female,4,FVW,31,930,21,1163618,w,0,walk,0,far,0,3,1_4_14,nopred
400,1_4_14,Female,4,FVW,31,930,21,1174376,f,fly,walk,0,far,0,3,1_4_14,nopred
401,1_4_14,Female,4,FVW,31,930,21,1175026,s,0,stop,0,far,0,3,1_4_14,nopred
402,1_4_14,Female,4,FVW,31,930,21,1176475,w,0,walk,0,far,0,3,1_4_14,nopred
403,1_4_14,Female,4,FVW,31,930,21,1209864,g,0,groom,0,far,0,3,1_4_14,nopred
404,1_4_14,Female,4,FVW,31,930,21,1228686,w,0,walk,0,far,0,3,1_4_14,nopred
405,1_4_14,Female,4,FVW,31,930,21,1237511,h,0,timeout,0,far,0,3,1_4_14,nopred
406,1_4_14,Female,4,FVW,31,930,21,1246726,w,0,walk,0,far,0,3,1_4_14,nopred
407,1_4_14,Female,4,FVW,31,930,21,1247990,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
408,1_4_14,Female,4,FVW,31,930,21,1248839,f,fly,walk,0,far,0,3,1_4_14,nopred
409,1_4_14,Female,4,FVW,31,930,21,1251375,s,0,stop,0,far,0,3,1_4_14,nopred
410,1_4_14,Female,4,FVW,31,930,21,1252855,w,0,walk,0,far,0,3,1_4_14,nopred
411,1_4_14,Female,4,FVW,31,930,21,1256329,f,fly,walk,0,far,0,3,1_4_14,nopred
412,1_4_14,Female,4,FVW,31,930,21,1258046,w,0,walk,0,far,0,3,1_4_14,nopred
413,1_4_14,Female,4,FVW,31,930,21,1263495,g,0,groom,0,far,0,3,1_4_14,nopred
414,1_4_14,Female,4,FVW,31,930,21,1277829,w,0,walk,0,far,0,3,1_4_14,nopred
415,1_4_14,Female,4,FVW,31,930,21,1280506,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
416,1_4_14,Female,4,FVW,31,930,21,1281086,f,fly,walk,0,far,0,3,1_4_14,nopred
417,1_4_14,Female,4,FVW,31,930,21,1282416,w,0,walk,0,far,0,3,1_4_14,nopred
418,1_4_14,Female,4,FVW,31,930,21,1297893,j,jump,walk,0,far,0,3,1_4_14,nopred
419,1_4_14,Female,4,FVW,31,930,21,1299933,s,0,stop,0,far,0,3,1_4_14,nopred
420,1_4_14,Female,4,FVW,31,930,21,1300517,f,fly,stop,0,far,0,3,1_4_14,nopred
421,1_4_14,Female,4,FVW,31,930,21,1303077,r,0,run,0,far,0,3,1_4_14,nopred
422,1_4_14,Female,4,FVW,31,930,21,1311629,w,0,walk,0,far,0,3,1_4_14,nopred
423,1_4_14,Female,4,FVW,31,930,21,1325412,j,jump,walk,0,far,0,3,1_4_14,nopred
424,1_4_14,Female,4,FVW,31,930,21,1330538,g,0,groom,0,far,0,3,1_4_14,nopred
425,1_4_14,Female,4,FVW,31,930,21,1336730,w,0,walk,0,far,0,3,1_4_14,nopred
426,1_4_14,Female,4,FVW,31,930,21,1347161,j,jump,walk,0,far,0,3,1_4_14,nopred
427,1_4_14,Female,4,FVW,31,930,21,1348489,w,0,walk,0,far,0,3,1_4_14,nopred
428,1_4_14,Female,4,FVW,31,930,21,1374714,j,jump,walk,0,far,0,3,1_4_14,nopred
429,1_4_14,Female,4,FVW,31,930,21,1375417,w,0,walk,0,far,0,3,1_4_14,nopred
430,1_4_14,Female,4,FVW,31,930,21,1380633,f,fly,walk,0,far,0,3,1_4_14,nopred
431,1_4_14,Female,4,FVW,31,930,21,1381569,w,0,walk,0,far,0,3,1_4_14,nopred
432,1_4_14,Female,4,FVW,31,930,21,1382724,f,fly,walk,0,far,0,3,1_4_14,nopred
433,1_4_14,Female,4,FVW,31,930,21,1383522,w,0,walk,0,far,0,3,1_4_14,nopred
434,1_4_14,Female,4,FVW,31,930,21,1384897,f,fly,walk,0,far,0,3,1_4_14,nopred
435,1_4_14,Female,4,FVW,31,930,21,1385825,s,0,stop,0,far,0,3,1_4_14,nopred
436,1_4_14,Female,4,FVW,31,930,21,1387187,w,0,walk,0,far,0,3,1_4_14,nopred
437,1_4_14,Female,4,FVW,31,930,21,1393368,j,jump,walk,0,far,0,3,1_4_14,nopred
438,1_4_14,Female,4,FVW,31,930,21,1394976,w,0,walk,0,far,0,3,1_4_14,nopred
439,1_4_14,Female,4,FVW,31,930,21,1395856,f,fly,walk,0,far,0,3,1_4_14,nopred
440,1_4_14,Female,4,FVW,31,930,21,1397632,s,0,stop,0,far,0,3,1_4_14,nopred
441,1_4_14,Female,4,FVW,31,930,21,1398784,w,0,walk,0,far,0,3,1_4_14,nopred
442,1_4_14,Female,4,FVW,31,930,21,1415223,f,fly,walk,0,far,0,3,1_4_14,nopred
443,1_4_14,Female,4,FVW,31,930,21,1416626,s,0,stop,0,far,0,3,1_4_14,nopred
444,1_4_14,Female,4,FVW,31,930,21,1417807,w,0,walk,0,far,0,3,1_4_14,nopred
445,1_4_14,Female,4,FVW,31,930,21,1420152,s,0,stop,0,far,0,3,1_4_14,nopred
446,1_4_14,Female,4,FVW,31,930,21,1420952,f,fly,stop,0,far,0,3,1_4_14,nopred
447,1_4_14,Female,4,FVW,31,930,21,1424855,s,0,stop,0,far,0,3,1_4_14,nopred
448,1_4_14,Female,4,FVW,31,930,21,1425671,f,fly,stop,0,far,0,3,1_4_14,nopred
449,1_4_14,Female,4,FVW,31,930,21,1427071,w,0,walk,0,far,0,3,1_4_14,nopred
450,1_4_14,Female,4,FVW,31,930,21,1471222,i,turn,walk,0,far,0,3,1_4_14,nopred
451,1_4_14,Female,4,FVW,31,930,21,1481030,r,0,run,0,far,0,3,1_4_14,nopred
452,1_4_14,Female,4,FVW,31,930,21,1489614,w,0,walk,0,far,0,3,1_4_14,nopred
453,1_4_14,Female,4,FVW,31,930,21,1504406,s,0,stop,0,far,0,3,1_4_14,nopred
454,1_4_14,Female,4,FVW,31,930,21,1505117,f,fly,stop,0,far,0,3,1_4_14,nopred
455,1_4_14,Female,4,FVW,31,930,21,1505715,s,0,stop,0,far,0,3,1_4_14,nopred
456,1_4_14,Female,4,FVW,31,930,21,1506613,w,0,walk,0,far,0,3,1_4_14,nopred
457,1_4_14,Female,4,FVW,31,930,21,1516917,g,0,groom,0,far,0,3,1_4_14,nopred
458,1_4_14,Female,4,FVW,31,930,21,1525684,w,0,walk,0,far,0,3,1_4_14,nopred
459,1_4_14,Female,4,FVW,31,930,21,1557478,f,fly,walk,0,far,0,3,1_4_14,nopred
460,1_4_14,Female,4,FVW,31,930,21,1559499,s,0,stop,0,far,0,3,1_4_14,nopred
461,1_4_14,Female,4,FVW,31,930,21,1560758,w,0,walk,0,far,0,3,1_4_14,nopred
462,1_4_14,Female,4,FVW,31,930,21,1561227,f,fly,walk,0,far,0,3,1_4_14,nopred
463,1_4_14,Female,4,FVW,31,930,21,1562779,s,0,stop,0,far,0,3,1_4_14,nopred
464,1_4_14,Female,4,FVW,31,930,21,1563820,f,fly,stop,0,far,0,3,1_4_14,nopred
465,1_4_14,Female,4,FVW,31,930,21,1564523,s,0,stop,0,far,0,3,1_4_14,nopred
466,1_4_14,Female,4,FVW,31,930,21,1565134,f,fly,stop,0,far,0,3,1_4_14,nopred
467,1_4_14,Female,4,FVW,31,930,21,1565627,s,0,stop,0,far,0,3,1_4_14,nopred
468,1_4_14,Female,4,FVW,31,930,21,1566580,w,0,walk,0,far,0,3,1_4_14,nopred
469,1_4_14,Female,4,FVW,31,930,21,1567147,f,fly,walk,0,far,0,3,1_4_14,nopred
470,1_4_14,Female,4,FVW,31,930,21,1568875,s,0,stop,0,far,0,3,1_4_14,nopred
471,1_4_14,Female,4,FVW,31,930,21,1569150,f,fly,stop,0,far,0,3,1_4_14,nopred
472,1_4_14,Female,4,FVW,31,930,21,1569674,s,0,stop,0,far,0,3,1_4_14,nopred
473,1_4_14,Female,4,FVW,31,930,21,1572060,f,fly,stop,0,far,0,3,1_4_14,nopred
474,1_4_14,Female,4,FVW,31,930,21,1572876,w,0,walk,0,far,0,3,1_4_14,nopred
475,1_4_14,Female,4,FVW,31,930,21,1595154,r,0,run,0,far,0,3,1_4_14,nopred
476,1_4_14,Female,4,FVW,31,930,21,1599722,w,0,walk,0,far,0,3,1_4_14,nopred
477,1_4_14,Female,4,FVW,31,930,21,1614322,g,0,groom,0,far,0,3,1_4_14,nopred
478,1_4_14,Female,4,FVW,31,930,21,1616258,w,0,walk,0,far,0,3,1_4_14,nopred
479,1_4_14,Female,4,FVW,31,930,21,1621329,g,0,groom,0,far,0,3,1_4_14,nopred
480,1_4_14,Female,4,FVW,31,930,21,1629457,f,fly,groom,0,far,0,3,1_4_14,nopred
481,1_4_14,Female,4,FVW,31,930,21,1631730,s,0,stop,0,far,0,3,1_4_14,nopred
482,1_4_14,Female,4,FVW,31,930,21,1632226,f,fly,stop,0,far,0,3,1_4_14,nopred
483,1_4_14,Female,4,FVW,31,930,21,1633993,s,0,stop,0,far,0,3,1_4_14,nopred
484,1_4_14,Female,4,FVW,31,930,21,1634498,f,fly,stop,0,far,0,3,1_4_14,nopred
485,1_4_14,Female,4,FVW,31,930,21,1637001,s,0,stop,0,far,0,3,1_4_14,nopred
486,1_4_14,Female,4,FVW,31,930,21,1642065,f,fly,stop,0,far,0,3,1_4_14,nopred
487,1_4_14,Female,4,FVW,31,930,21,1644282,s,0,stop,0,far,0,3,1_4_14,nopred
488,1_4_14,Female,4,FVW,31,930,21,1648473,f,fly,stop,0,far,0,3,1_4_14,nopred
489,1_4_14,Female,4,FVW,31,930,21,1650497,s,0,stop,0,far,0,3,1_4_14,nopred
490,1_4_14,Female,4,FVW,31,930,21,1650977,f,fly,stop,0,far,0,3,1_4_14,nopred
491,1_4_14,Female,4,FVW,31,930,21,1652849,s,0,stop,0,far,0,3,1_4_14,nopred
492,1_4_14,Female,4,FVW,31,930,21,1660721,f,fly,stop,0,far,0,3,1_4_14,nopred
493,1_4_14,Female,4,FVW,31,930,21,1661961,w,0,walk,0,far,0,3,1_4_14,nopred
494,1_4_14,Female,4,FVW,31,930,21,1662992,f,fly,walk,0,far,0,3,1_4_14,nopred
495,1_4_14,Female,4,FVW,31,930,21,1663729,w,0,walk,0,far,0,3,1_4_14,nopred
496,1_4_14,Female,4,FVW,31,930,21,1664210,f,fly,walk,0,far,0,3,1_4_14,nopred
497,1_4_14,Female,4,FVW,31,930,21,1665593,w,0,walk,0,far,0,3,1_4_14,nopred
498,1_4_14,Female,4,FVW,31,930,21,1681711,f,fly,walk,0,far,0,3,1_4_14,nopred
499,1_4_14,Female,4,FVW,31,930,21,1685489,w,0,walk,0,far,0,3,1_4_14,nopred
500,1_4_14,Female,4,FVW,31,930,21,1696847,r,0,run,0,far,0,3,1_4_14,nopred
501,1_4_14,Female,4,FVW,31,930,21,1705000,w,0,walk,0,far,0,3,1_4_14,nopred
502,1_4_14,Female,4,FVW,31,930,21,1706990,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
503,1_4_14,Female,4,FVW,31,930,21,1725022,g,0,groom,0,far,0,3,1_4_14,nopred
504,1_4_14,Female,4,FVW,31,930,21,1749422,w,0,walk,0,far,0,3,1_4_14,nopred
505,1_4_14,Female,4,FVW,31,930,21,1758893,g,0,groom,0,far,0,3,1_4_14,nopred
506,1_4_14,Female,4,FVW,31,930,21,1763405,w,0,walk,0,far,0,3,1_4_14,nopred
507,1_4_14,Female,4,FVW,31,930,21,1768134,r,0,run,0,far,0,3,1_4_14,nopred
508,1_4_14,Female,4,FVW,31,930,21,1770029,f,fly,run,0,far,0,3,1_4_14,nopred
509,1_4_14,Female,4,FVW,31,930,21,1772294,s,0,stop,0,far,0,3,1_4_14,nopred
510,1_4_14,Female,4,FVW,31,930,21,1772842,f,fly,stop,0,far,0,3,1_4_14,nopred
511,1_4_14,Female,4,FVW,31,930,21,1774326,w,0,walk,0,far,0,3,1_4_14,nopred
512,1_4_14,Female,4,FVW,31,930,21,1780045,d,wing_disp,walk,0,far,0,3,1_4_14,nopred
513,1_4_14,Female,4,FVW,31,930,21,1785391,w,0,walk,0,far,0,3,1_4_14,nopred
514,1_4_14,Female,4,FVW,31,930,21,1789406,j,jump,walk,0,far,0,3,1_4_14,nopred
515,1_4_14,Female,4,FVW,31,930,21,1790500,w,0,walk,0,far,0,3,1_4_14,nopred
516,1_4_14,Female,4,FVW,31,930,21,1794093,s,0,stop,0,far,0,3,1_4_14,nopred
517,1_4_14,Female,4,FVW,31,930,21,1794766,f,fly,stop,0,far,0,3,1_4_14,nopred
518,1_4_14,Female,4,FVW,31,930,21,1795582,s,0,stop,0,far,0,3,1_4_14,nopred
519,1_4_14,Female,4,FVW,31,930,21,1798269,g,0,groom,0,far,0,3,1_4_14,nopred
520,1_4_14,Female,4,FVW,31,930,21,1802764,w,0,walk,0,far,0,3,1_4_14,nopred
521,1_4_14,Female,4,FVW,31,930,21,1804780,f,fly,walk,0,far,0,3,1_4_14,nopred
522,1_4_14,Female,4,FVW,31,930,21,1805316,s,0,stop,0,far,0,3,1_4_14,nopred
523,1_4_14,Female,4,FVW,31,930,21,1806469,w,0,walk,0,far,0,3,1_4_14,nopred
524,1_4_14,Female,4,FVW,31,930,21,1819659,f,fly,walk,0,far,0,3,1_4_14,nopred
525,1_4_14,Female,4,FVW,31,930,21,1820662,w,0,walk,0,far,0,3,1_4_14,nopred
