,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,strike,pred.state,chasing,file.num,state.event,predator,date
252,1_4_14,Female,4,FVW,31,1048,21,1014020,i,turn,walk,0,far,0,2,turn,mantid,1_4_14
253,1_4_14,Female,4,FVW,31,1048,21,1018221,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
254,1_4_14,Female,4,FVW,31,1048,21,1019236,s,0,stop,0,far,0,2,stop,mantid,1_4_14
255,1_4_14,Female,4,FVW,31,1048,21,1020901,w,0,walk,0,far,0,2,walk,mantid,1_4_14
256,1_4_14,Female,4,FVW,31,1048,21,1028196,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
257,1_4_14,Female,4,FVW,31,1048,21,1031492,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
258,1_4_14,Female,4,FVW,31,1048,21,1042468,i,turn,walk,0,far,0,2,turn,mantid,1_4_14
259,1_4_14,Female,4,FVW,31,1048,21,1054324,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
260,1_4_14,Female,4,FVW,31,1048,21,1055062,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
261,1_4_14,Female,4,FVW,31,1048,21,1063115,s,0,stop,0,far,0,2,stop,mantid,1_4_14
262,1_4_14,Female,4,FVW,31,1048,21,1064387,d,wingdisp,stop,0,far,0,2,wingdisp,mantid,1_4_14
263,1_4_14,Female,4,FVW,31,1048,21,1065700,w,0,walk,0,far,0,2,walk,mantid,1_4_14
264,1_4_14,Female,4,FVW,31,1048,21,1072467,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
265,1_4_14,Female,4,FVW,31,1048,21,1075739,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
266,1_4_14,Female,4,FVW,31,1048,21,1078339,s,0,stop,0,far,0,2,stop,mantid,1_4_14
267,1_4_14,Female,4,FVW,31,1048,21,1080032,y,ablift,stop,0,far,0,2,ablift,mantid,1_4_14
268,1_4_14,Female,4,FVW,31,1048,21,1081419,w,0,walk,0,far,0,2,walk,mantid,1_4_14
269,1_4_14,Female,4,FVW,31,1048,21,1101456,g,0,groom,0,far,0,2,groom,mantid,1_4_14
270,1_4_14,Female,4,FVW,31,1048,21,1116097,w,0,walk,0,far,0,2,walk,mantid,1_4_14
271,1_4_14,Female,4,FVW,31,1048,21,1134957,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
272,1_4_14,Female,4,FVW,31,1048,21,1137976,i,turn,walk,0,far,0,2,turn,mantid,1_4_14
273,1_4_14,Female,4,FVW,31,1048,21,1152244,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
274,1_4_14,Female,4,FVW,31,1048,21,1161302,j,jump,walk,0,far,0,2,jump,mantid,1_4_14
275,1_4_14,Female,4,FVW,31,1048,21,1161893,w,0,walk,0,far,0,2,walk,mantid,1_4_14
276,1_4_14,Female,4,FVW,31,1048,21,1163846,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
277,1_4_14,Female,4,FVW,31,1048,21,1165014,w,0,walk,0,far,0,2,walk,mantid,1_4_14
278,1_4_14,Female,4,FVW,31,1048,21,1174997,g,0,groom,0,far,0,2,groom,mantid,1_4_14
279,1_4_14,Female,4,FVW,31,1048,21,1177813,w,0,walk,0,far,0,2,walk,mantid,1_4_14
280,1_4_14,Female,4,FVW,31,1048,21,1186933,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
281,1_4_14,Female,4,FVW,31,1048,21,1187896,w,0,walk,0,far,0,2,walk,mantid,1_4_14
282,1_4_14,Female,4,FVW,31,1048,21,1198228,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
283,1_4_14,Female,4,FVW,31,1048,21,1198973,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
284,1_4_14,Female,4,FVW,31,1048,21,1218260,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
285,1_4_14,Female,4,FVW,31,1048,21,1220188,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
286,1_4_14,Female,4,FVW,31,1048,21,1221484,w,0,walk,0,far,0,2,walk,mantid,1_4_14
287,1_4_14,Female,4,FVW,31,1048,21,1222956,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
288,1_4_14,Female,4,FVW,31,1048,21,1224554,s,0,stop,0,far,0,2,stop,mantid,1_4_14
289,1_4_14,Female,4,FVW,31,1048,21,1225202,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
290,1_4_14,Female,4,FVW,31,1048,21,1225826,w,0,walk,0,far,0,2,walk,mantid,1_4_14
291,1_4_14,Female,4,FVW,31,1048,21,1261905,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
292,1_4_14,Female,4,FVW,31,1048,21,1263112,w,0,walk,0,far,0,2,walk,mantid,1_4_14
293,1_4_14,Female,4,FVW,31,1048,21,1292663,3,0,walk,0,close,0,2,walk,mantid,1_4_14
294,1_4_14,Female,4,FVW,31,1048,21,1295287,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
295,1_4_14,Female,4,FVW,31,1048,21,1296167,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
296,1_4_14,Female,4,FVW,31,1048,21,1298799,s,0,stop,0,close,0,2,stop,mantid,1_4_14
297,1_4_14,Female,4,FVW,31,1048,21,1301543,w,0,walk,0,close,0,2,walk,mantid,1_4_14
298,1_4_14,Female,4,FVW,31,1048,21,1302537,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
299,1_4_14,Female,4,FVW,31,1048,21,1304087,i,turn,walk,0,close,0,2,turn,mantid,1_4_14
300,1_4_14,Female,4,FVW,31,1048,21,1309974,4,0,walk,0,far,0,2,walk,mantid,1_4_14
301,1_4_14,Female,4,FVW,31,1048,21,1312440,r,0,run,0,far,0,2,run,mantid,1_4_14
302,1_4_14,Female,4,FVW,31,1048,21,1318454,w,0,walk,0,far,0,2,walk,mantid,1_4_14
303,1_4_14,Female,4,FVW,31,1048,21,1328246,g,0,groom,0,far,0,2,groom,mantid,1_4_14
304,1_4_14,Female,4,FVW,31,1048,21,1369645,w,0,walk,0,far,0,2,walk,mantid,1_4_14
305,1_4_14,Female,4,FVW,31,1048,21,1382996,s,0,stop,0,far,0,2,stop,mantid,1_4_14
306,1_4_14,Female,4,FVW,31,1048,21,1383955,w,0,walk,0,far,0,2,walk,mantid,1_4_14
307,1_4_14,Female,4,FVW,31,1048,21,1385309,s,0,stop,0,far,0,2,stop,mantid,1_4_14
308,1_4_14,Female,4,FVW,31,1048,21,1386238,w,0,walk,0,far,0,2,walk,mantid,1_4_14
309,1_4_14,Female,4,FVW,31,1048,21,1397144,s,0,stop,0,far,0,2,stop,mantid,1_4_14
310,1_4_14,Female,4,FVW,31,1048,21,1397884,w,0,walk,0,far,0,2,walk,mantid,1_4_14
311,1_4_14,Female,4,FVW,31,1048,21,1402708,s,0,stop,0,far,0,2,stop,mantid,1_4_14
312,1_4_14,Female,4,FVW,31,1048,21,1404276,w,0,walk,0,far,0,2,walk,mantid,1_4_14
313,1_4_14,Female,4,FVW,31,1048,21,1407580,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
314,1_4_14,Female,4,FVW,31,1048,21,1419123,3,0,walk,0,close,0,2,walk,mantid,1_4_14
315,1_4_14,Female,4,FVW,31,1048,21,1423212,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
316,1_4_14,Female,4,FVW,31,1048,21,1425084,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
317,1_4_14,Female,4,FVW,31,1048,21,1427060,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
318,1_4_14,Female,4,FVW,31,1048,21,1436971,4,0,walk,0,far,0,2,walk,mantid,1_4_14
319,1_4_14,Female,4,FVW,31,1048,21,1457020,3,0,walk,0,close,0,2,walk,mantid,1_4_14
320,1_4_14,Female,4,FVW,31,1048,21,1462068,f,fly,walk,0,close,0,2,fly,mantid,1_4_14
321,1_4_14,Female,4,FVW,31,1048,21,1463493,4,0,walk,0,far,0,2,walk,mantid,1_4_14
322,1_4_14,Female,4,FVW,31,1048,21,1466244,s,0,stop,0,far,0,2,stop,mantid,1_4_14
323,1_4_14,Female,4,FVW,31,1048,21,1469612,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
324,1_4_14,Female,4,FVW,31,1048,21,1470964,s,0,stop,0,far,0,2,stop,mantid,1_4_14
325,1_4_14,Female,4,FVW,31,1048,21,1471989,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
326,1_4_14,Female,4,FVW,31,1048,21,1474613,s,0,stop,0,far,0,2,stop,mantid,1_4_14
327,1_4_14,Female,4,FVW,31,1048,21,1476764,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
328,1_4_14,Female,4,FVW,31,1048,21,1477988,s,0,stop,0,far,0,2,stop,mantid,1_4_14
329,1_4_14,Female,4,FVW,31,1048,21,1479844,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
330,1_4_14,Female,4,FVW,31,1048,21,1481564,w,0,walk,0,far,0,2,walk,mantid,1_4_14
331,1_4_14,Female,4,FVW,31,1048,21,1482372,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
332,1_4_14,Female,4,FVW,31,1048,21,1484004,w,0,walk,0,far,0,2,walk,mantid,1_4_14
333,1_4_14,Female,4,FVW,31,1048,21,1486019,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
334,1_4_14,Female,4,FVW,31,1048,21,1487868,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
335,1_4_14,Female,4,FVW,31,1048,21,1491024,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
336,1_4_14,Female,4,FVW,31,1048,21,1491668,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
337,1_4_14,Female,4,FVW,31,1048,21,1492639,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
338,1_4_14,Female,4,FVW,31,1048,21,1495462,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
339,1_4_14,Female,4,FVW,31,1048,21,1496475,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
340,1_4_14,Female,4,FVW,31,1048,21,1503659,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
341,1_4_14,Female,4,FVW,31,1048,21,1504116,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
342,1_4_14,Female,4,FVW,31,1048,21,1510100,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
343,1_4_14,Female,4,FVW,31,1048,21,1517779,3,0,walk,0,close,0,2,walk,mantid,1_4_14
344,1_4_14,Female,4,FVW,31,1048,21,1518803,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
345,1_4_14,Female,4,FVW,31,1048,21,1530613,h,0,timeout,0,close,0,2,timeout,mantid,1_4_14
346,1_4_14,Female,4,FVW,31,1048,21,1548034,w,0,walk,0,close,0,2,walk,mantid,1_4_14
347,1_4_14,Female,4,FVW,31,1048,21,1548906,y,ablift,walk,0,close,0,2,ablift,mantid,1_4_14
348,1_4_14,Female,4,FVW,31,1048,21,1560769,4,0,walk,0,far,0,2,walk,mantid,1_4_14
349,1_4_14,Female,4,FVW,31,1048,21,1561842,r,0,run,0,far,0,2,run,mantid,1_4_14
350,1_4_14,Female,4,FVW,31,1048,21,1564697,w,0,walk,0,far,0,2,walk,mantid,1_4_14
351,1_4_14,Female,4,FVW,31,1048,21,1571041,h,0,timeout,0,far,0,2,timeout,mantid,1_4_14
352,1_4_14,Female,4,FVW,31,1048,21,1574401,f,fly,timeout,0,far,0,2,fly,mantid,1_4_14
353,1_4_14,Female,4,FVW,31,1048,21,1577217,s,0,stop,0,far,0,2,stop,mantid,1_4_14
354,1_4_14,Female,4,FVW,31,1048,21,1578177,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
355,1_4_14,Female,4,FVW,31,1048,21,1579113,s,0,stop,0,far,0,2,stop,mantid,1_4_14
356,1_4_14,Female,4,FVW,31,1048,21,1579840,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
357,1_4_14,Female,4,FVW,31,1048,21,1580737,s,0,stop,0,far,0,2,stop,mantid,1_4_14
358,1_4_14,Female,4,FVW,31,1048,21,1581497,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
359,1_4_14,Female,4,FVW,31,1048,21,1583346,s,0,stop,0,far,0,2,stop,mantid,1_4_14
360,1_4_14,Female,4,FVW,31,1048,21,1586673,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
361,1_4_14,Female,4,FVW,31,1048,21,1587225,s,0,stop,0,far,0,2,stop,mantid,1_4_14
362,1_4_14,Female,4,FVW,31,1048,21,1589154,w,0,walk,0,far,0,2,walk,mantid,1_4_14
363,1_4_14,Female,4,FVW,31,1048,21,1605648,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
364,1_4_14,Female,4,FVW,31,1048,21,1606208,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
365,1_4_14,Female,4,FVW,31,1048,21,1609136,h,0,timeout,0,far,0,2,timeout,mantid,1_4_14
366,1_4_14,Female,4,FVW,31,1048,21,1617568,w,0,walk,0,far,0,2,walk,mantid,1_4_14
367,1_4_14,Female,4,FVW,31,1048,21,1660606,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
368,1_4_14,Female,4,FVW,31,1048,21,1662799,s,0,stop,0,far,0,2,stop,mantid,1_4_14
369,1_4_14,Female,4,FVW,31,1048,21,1663471,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
370,1_4_14,Female,4,FVW,31,1048,21,1665111,w,0,walk,0,far,0,2,walk,mantid,1_4_14
371,1_4_14,Female,4,FVW,31,1048,21,1666318,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
372,1_4_14,Female,4,FVW,31,1048,21,1671614,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
373,1_4_14,Female,4,FVW,31,1048,21,1698767,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
374,1_4_14,Female,4,FVW,31,1048,21,1699574,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
375,1_4_14,Female,4,FVW,31,1048,21,1708062,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
376,1_4_14,Female,4,FVW,31,1048,21,1708701,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
377,1_4_14,Female,4,FVW,31,1048,21,1709397,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
378,1_4_14,Female,4,FVW,31,1048,21,1728892,r,0,run,0,far,0,2,run,mantid,1_4_14
379,1_4_14,Female,4,FVW,31,1048,21,1731693,w,0,walk,0,far,0,2,walk,mantid,1_4_14
380,1_4_14,Female,4,FVW,31,1048,21,1742244,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
381,1_4_14,Female,4,FVW,31,1048,21,1744423,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
382,1_4_14,Female,4,FVW,31,1048,21,1747028,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
383,1_4_14,Female,4,FVW,31,1048,21,1759770,3,0,walk,0,close,0,2,walk,mantid,1_4_14
384,1_4_14,Female,4,FVW,31,1048,21,1775000,s,0,stop,0,close,0,2,stop,mantid,1_4_14
385,1_4_14,Female,4,FVW,31,1048,21,1777110,f,fly,stop,0,close,0,2,fly,mantid,1_4_14
386,1_4_14,Female,4,FVW,31,1048,21,1777710,s,0,stop,0,close,0,2,stop,mantid,1_4_14
387,1_4_14,Female,4,FVW,31,1048,21,1785450,y,ablift,stop,0,close,0,2,ablift,mantid,1_4_14
388,1_4_14,Female,4,FVW,31,1048,21,1786007,y,ablift,stop,0,close,0,2,ablift,mantid,1_4_14
389,1_4_14,Female,4,FVW,31,1048,21,1786881,y,ablift,stop,0,close,0,2,ablift,mantid,1_4_14
390,1_4_14,Female,4,FVW,31,1048,21,1788417,q,0,rev_walk,0,close,0,2,rev_walk,mantid,1_4_14
391,1_4_14,Female,4,FVW,31,1048,21,1792697,y,ablift,rev_walk,0,close,0,2,ablift,mantid,1_4_14
392,1_4_14,Female,4,FVW,31,1048,21,1793323,y,ablift,rev_walk,0,close,0,2,ablift,mantid,1_4_14
393,1_4_14,Female,4,FVW,31,1048,21,1794745,i,turn,rev_walk,0,close,0,2,turn,mantid,1_4_14
394,1_4_14,Female,4,FVW,31,1048,21,1796482,w,0,walk,0,close,0,2,walk,mantid,1_4_14
395,1_4_14,Female,4,FVW,31,1048,21,1797977,4,0,walk,0,far,0,2,walk,mantid,1_4_14
396,1_4_14,Female,4,FVW,31,1048,21,1826040,i,turn,walk,0,far,0,2,turn,mantid,1_4_14
397,1_4_14,Female,4,FVW,31,1048,21,1829224,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
398,1_4_14,Female,4,FVW,31,1048,21,1830610,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
399,1_4_14,Female,4,FVW,31,1048,21,1836280,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
400,1_4_14,Female,4,FVW,31,1048,21,1838032,i,turn,walk,0,far,0,2,turn,mantid,1_4_14
401,1_4_14,Female,4,FVW,31,1048,21,1844055,s,0,stop,0,far,0,2,stop,mantid,1_4_14
402,1_4_14,Female,4,FVW,31,1048,21,1845353,w,0,walk,0,far,0,2,walk,mantid,1_4_14
403,1_4_14,Female,4,FVW,31,1048,21,1859383,3,0,walk,0,close,0,2,walk,mantid,1_4_14
404,1_4_14,Female,4,FVW,31,1048,21,1865240,2,0,walk,strike,close,0,2,walk,mantid,1_4_14
405,1_4_14,Female,4,FVW,31,1048,21,1868983,j,jump,walk,0,close,0,2,jump,mantid,1_4_14
406,1_4_14,Female,4,FVW,31,1048,21,1871160,s,0,stop,0,close,0,2,stop,mantid,1_4_14
407,1_4_14,Female,4,FVW,31,1048,21,1905334,f,fly,stop,0,close,0,2,fly,mantid,1_4_14
408,1_4_14,Female,4,FVW,31,1048,21,1906262,4,0,stop,0,far,0,2,stop,mantid,1_4_14
409,1_4_14,Female,4,FVW,31,1048,21,1908638,s,0,stop,0,far,0,2,stop,mantid,1_4_14
410,1_4_14,Female,4,FVW,31,1048,21,1910503,w,0,walk,0,far,0,2,walk,mantid,1_4_14
411,1_4_14,Female,4,FVW,31,1048,21,1912575,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
412,1_4_14,Female,4,FVW,31,1048,21,1915270,s,0,stop,0,far,0,2,stop,mantid,1_4_14
413,1_4_14,Female,4,FVW,31,1048,21,1915614,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
414,1_4_14,Female,4,FVW,31,1048,21,1917494,s,0,stop,0,far,0,2,stop,mantid,1_4_14
415,1_4_14,Female,4,FVW,31,1048,21,1918028,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
416,1_4_14,Female,4,FVW,31,1048,21,1919414,s,0,stop,0,far,0,2,stop,mantid,1_4_14
417,1_4_14,Female,4,FVW,31,1048,21,1920278,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
418,1_4_14,Female,4,FVW,31,1048,21,1921710,w,0,walk,0,far,0,2,walk,mantid,1_4_14
419,1_4_14,Female,4,FVW,31,1048,21,1931957,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
420,1_4_14,Female,4,FVW,31,1048,21,1933190,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
421,1_4_14,Female,4,FVW,31,1048,21,1938741,g,0,groom,0,far,0,2,groom,mantid,1_4_14
422,1_4_14,Female,4,FVW,31,1048,21,1942613,w,0,walk,0,far,0,2,walk,mantid,1_4_14
423,1_4_14,Female,4,FVW,31,1048,21,1946805,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
424,1_4_14,Female,4,FVW,31,1048,21,1951541,j,jump,walk,0,far,0,2,jump,mantid,1_4_14
425,1_4_14,Female,4,FVW,31,1048,21,1953551,w,0,walk,0,far,0,2,walk,mantid,1_4_14
426,1_4_14,Female,4,FVW,31,1048,21,1958900,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
427,1_4_14,Female,4,FVW,31,1048,21,1962748,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
428,1_4_14,Female,4,FVW,31,1048,21,1963548,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
429,1_4_14,Female,4,FVW,31,1048,21,1965765,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
430,1_4_14,Female,4,FVW,31,1048,21,1972340,g,0,groom,0,far,0,2,groom,mantid,1_4_14
431,1_4_14,Female,4,FVW,31,1048,21,1984725,w,0,walk,0,far,0,2,walk,mantid,1_4_14
432,1_4_14,Female,4,FVW,31,1048,21,1985916,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
433,1_4_14,Female,4,FVW,31,1048,21,1989148,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
434,1_4_14,Female,4,FVW,31,1048,21,2036403,g,0,groom,0,far,0,2,groom,mantid,1_4_14
435,1_4_14,Female,4,FVW,31,1048,21,2041077,w,0,walk,0,far,0,2,walk,mantid,1_4_14
436,1_4_14,Female,4,FVW,31,1048,21,2042114,y,ablift,walk,0,far,0,2,ablift,mantid,1_4_14
437,1_4_14,Female,4,FVW,31,1048,21,2044106,h,0,timeout,0,far,0,2,timeout,mantid,1_4_14
438,1_4_14,Female,4,FVW,31,1048,21,2044863,f,fly,timeout,0,far,0,2,fly,mantid,1_4_14
439,1_4_14,Female,4,FVW,31,1048,21,2045373,s,0,stop,0,far,0,2,stop,mantid,1_4_14
440,1_4_14,Female,4,FVW,31,1048,21,2046194,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
441,1_4_14,Female,4,FVW,31,1048,21,2046810,3,0,stop,0,close,0,2,stop,mantid,1_4_14
442,1_4_14,Female,4,FVW,31,1048,21,2048842,w,0,walk,0,close,0,2,walk,mantid,1_4_14
443,1_4_14,Female,4,FVW,31,1048,21,2053306,4,0,walk,0,far,0,2,walk,mantid,1_4_14
444,1_4_14,Female,4,FVW,31,1048,21,2055913,s,0,stop,0,far,0,2,stop,mantid,1_4_14
445,1_4_14,Female,4,FVW,31,1048,21,2056386,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
446,1_4_14,Female,4,FVW,31,1048,21,2056962,s,0,stop,0,far,0,2,stop,mantid,1_4_14
447,1_4_14,Female,4,FVW,31,1048,21,2057514,f,fly,stop,0,far,0,2,fly,mantid,1_4_14
448,1_4_14,Female,4,FVW,31,1048,21,2058377,w,0,walk,0,far,0,2,walk,mantid,1_4_14
449,1_4_14,Female,4,FVW,31,1048,21,2059122,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
450,1_4_14,Female,4,FVW,31,1048,21,2060161,w,0,walk,0,far,0,2,walk,mantid,1_4_14
451,1_4_14,Female,4,FVW,31,1048,21,2061866,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
452,1_4_14,Female,4,FVW,31,1048,21,2066385,w,0,walk,0,far,0,2,walk,mantid,1_4_14
453,1_4_14,Female,4,FVW,31,1048,21,2097520,g,0,groom,0,far,0,2,groom,mantid,1_4_14
454,1_4_14,Female,4,FVW,31,1048,21,2111122,w,0,walk,0,far,0,2,walk,mantid,1_4_14
455,1_4_14,Female,4,FVW,31,1048,21,2121103,s,0,stop,0,far,0,2,stop,mantid,1_4_14
456,1_4_14,Female,4,FVW,31,1048,21,2122656,w,0,walk,0,far,0,2,walk,mantid,1_4_14
457,1_4_14,Female,4,FVW,31,1048,21,2139815,g,0,groom,0,far,0,2,groom,mantid,1_4_14
458,1_4_14,Female,4,FVW,31,1048,21,2143183,w,0,walk,0,far,0,2,walk,mantid,1_4_14
459,1_4_14,Female,4,FVW,31,1048,21,2146759,r,0,run,0,far,0,2,run,mantid,1_4_14
460,1_4_14,Female,4,FVW,31,1048,21,2152270,s,0,stop,0,far,0,2,stop,mantid,1_4_14
461,1_4_14,Female,4,FVW,31,1048,21,2153768,w,0,walk,0,far,0,2,walk,mantid,1_4_14
462,1_4_14,Female,4,FVW,31,1048,21,2161551,j,jump,walk,0,far,0,2,jump,mantid,1_4_14
463,1_4_14,Female,4,FVW,31,1048,21,2164510,w,0,walk,0,far,0,2,walk,mantid,1_4_14
464,1_4_14,Female,4,FVW,31,1048,21,2164830,f,fly,walk,0,far,0,2,fly,mantid,1_4_14
465,1_4_14,Female,4,FVW,31,1048,21,2165591,w,0,walk,0,far,0,2,walk,mantid,1_4_14
466,1_4_14,Female,4,FVW,31,1048,21,2174638,s,0,stop,0,far,0,2,stop,mantid,1_4_14
467,1_4_14,Female,4,FVW,31,1048,21,2175800,w,0,walk,0,far,0,2,walk,mantid,1_4_14
468,1_4_14,Female,4,FVW,31,1048,21,2177399,s,0,stop,0,far,0,2,stop,mantid,1_4_14
469,1_4_14,Female,4,FVW,31,1048,21,2178766,w,0,walk,0,far,0,2,walk,mantid,1_4_14
470,1_4_14,Female,4,FVW,31,1048,21,2180199,EOF,end_trial,walk,0,far,0,2,end_trial,mantid,1_4_14
471,1_7_14,Female,7,FVW,28,1037,20,2186,w,0,walk,0,0,0,3,walk,mantid,1_7_14
472,1_7_14,Female,7,FVW,28,1037,20,71589,g,0,groom,0,0,0,3,groom,mantid,1_7_14
473,1_7_14,Female,7,FVW,28,1037,20,77797,w,0,walk,0,0,0,3,walk,mantid,1_7_14
474,1_7_14,Female,7,FVW,28,1037,20,101162,g,0,groom,0,0,0,3,groom,mantid,1_7_14
475,1_7_14,Female,7,FVW,28,1037,20,163595,w,0,walk,0,0,0,3,walk,mantid,1_7_14
476,1_7_14,Female,7,FVW,28,1037,20,180459,g,0,groom,0,0,0,3,groom,mantid,1_7_14
477,1_7_14,Female,7,FVW,28,1037,20,229047,w,0,walk,0,0,0,3,walk,mantid,1_7_14
478,1_7_14,Female,7,FVW,28,1037,20,234191,h,0,timeout,0,0,0,3,timeout,mantid,1_7_14
479,1_7_14,Female,7,FVW,28,1037,20,239126,w,0,walk,0,0,0,3,walk,mantid,1_7_14
480,1_7_14,Female,7,FVW,28,1037,20,252490,g,0,groom,0,0,0,3,groom,mantid,1_7_14
481,1_7_14,Female,7,FVW,28,1037,20,282917,i,turn,groom,0,0,0,3,turn,mantid,1_7_14
482,1_7_14,Female,7,FVW,28,1037,20,283310,w,0,walk,0,0,0,3,walk,mantid,1_7_14
483,1_7_14,Female,7,FVW,28,1037,20,309834,g,0,groom,0,0,0,3,groom,mantid,1_7_14
484,1_7_14,Female,7,FVW,28,1037,20,359510,w,0,walk,0,0,0,3,walk,mantid,1_7_14
485,1_7_14,Female,7,FVW,28,1037,20,365973,g,0,groom,0,0,0,3,groom,mantid,1_7_14
486,1_7_14,Female,7,FVW,28,1037,20,575828,w,0,walk,0,0,0,3,walk,mantid,1_7_14
487,1_7_14,Female,7,FVW,28,1037,20,584238,g,0,groom,0,0,0,3,groom,mantid,1_7_14
488,1_7_14,Female,7,FVW,28,1037,20,651535,w,0,walk,0,0,0,3,walk,mantid,1_7_14
489,1_7_14,Female,7,FVW,28,1037,20,681918,g,0,groom,0,0,0,3,groom,mantid,1_7_14
490,1_7_14,Female,7,FVW,28,1037,20,688503,w,0,walk,0,0,0,3,walk,mantid,1_7_14
491,1_7_14,Female,7,FVW,28,1037,20,706416,1,0,walk,0,far,0,3,walk,mantid,1_7_14
492,1_7_14,Female,7,FVW,28,1037,20,708632,w,0,walk,0,far,0,3,walk,mantid,1_7_14
493,1_7_14,Female,7,FVW,28,1037,20,722711,g,0,groom,0,far,0,3,groom,mantid,1_7_14
494,1_7_14,Female,7,FVW,28,1037,20,765833,w,0,walk,0,far,0,3,walk,mantid,1_7_14
495,1_7_14,Female,7,FVW,28,1037,20,770594,g,0,groom,0,far,0,3,groom,mantid,1_7_14
