file.num,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,strike,pred.state,chasing,state.event,predator,date
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,353001,f,fly,groom,0,0,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,354008,w,0,walk,0,0,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,354915,f,fly,walk,0,0,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,359526,b,pause,walk,0,0,0,pause,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,360094,f,fly,walk,0,0,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,379109,b,pause,walk,0,0,0,pause,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,407230,i,turn,walk,0,0,0,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,412964,h,0,timeout,0,0,0,timeout,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,418021,w,0,walk,0,0,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,423428,i,turn,walk,0,0,0,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,442060,g,0,groom,0,0,0,groom,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,465902,w,0,walk,0,0,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,468548,d,wingdisp,walk,0,0,0,wingdisp,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,470612,i,turn,walk,0,0,0,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,484947,f,fly,walk,0,0,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,488043,g,0,groom,0,0,0,groom,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,491707,f,fly,groom,0,0,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,495651,w,0,walk,0,0,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,497020,1,0,walk,0,far,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,499451,w,0,walk,0,far,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,505299,d,wingdisp,walk,0,far,0,wingdisp,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,521810,d,wingdisp,walk,0,far,0,wingdisp,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,522667,f,fly,walk,0,far,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,526587,3,0,walk,0,close,0,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,528731,f,fly,walk,0,close,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,531589,6,0,walk,0,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,536083,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,543250,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,544234,4,0,walk,0,far,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,546882,3,0,walk,0,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,562015,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,564010,b,pause,walk,0,close,chase,pause,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,565937,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,567152,2,0,walk,strike,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,569040,7,0,walk,0,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,572952,f,fly,walk,0,close,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,574321,f,fly,walk,0,close,0,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,576989,6,0,walk,0,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,586743,i,turn,walk,0,close,chase,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,591035,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,614519,i,turn,walk,0,close,chase,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,617457,i,turn,walk,0,close,chase,turn,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,619207,2,0,walk,strike,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,620183,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,621807,2,0,walk,strike,close,chase,walk,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,628855,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,629526,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,630351,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,631246,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,633201,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,633726,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,634838,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,635175,f,fly,walk,0,close,chase,fly,spider,1_4_14
2,1_4_14a5F_s.csv,Female,4,FVW,35,1118,21,636520,f,fly,walk,0,close,chase,fly,spider,1_4_14
